mol_id_a,mol_id_b,mol_id_c,x_a,x_b,x_c,dn_linear,dn_feature
230,3381,21380,0.55,0.0,0.44999999999999996,36.383507671338975,33.484499140548444
230,3381,21380,0.55,0.05,0.39999999999999997,36.38887223382491,33.57701725024474
230,3381,21380,0.55,0.1,0.35,36.39423679631085,33.45373225832656
230,3381,21380,0.55,0.15000000000000002,0.29999999999999993,36.399601358796794,33.453967064566605
230,3381,21380,0.55,0.2,0.24999999999999994,36.40496592128274,33.47044340094503
230,3381,21380,0.55,0.25,0.19999999999999996,36.410330483768675,33.47047534189608
230,3381,21380,0.55,0.30000000000000004,0.1499999999999999,36.41569504625461,33.47047534189608
230,3381,21380,0.55,0.35000000000000003,0.09999999999999992,36.42105960874055,33.403076722328265
230,3381,21380,0.55,0.4,0.04999999999999993,36.42642417122649,33.401898930456746
230,3381,21380,0.55,0.45,0.0,36.43178873371244,33.399834683437106
230,3381,21380,0.6000000000000001,0.0,0.3999999999999999,36.4169980960124,33.484499140548444
230,3381,21380,0.6000000000000001,0.05,0.3499999999999999,36.42236265849834,33.48090223665248
230,3381,21380,0.6000000000000001,0.1,0.29999999999999993,36.42772722098428,33.41601312487344
230,3381,21380,0.6000000000000001,0.15000000000000002,0.2499999999999999,36.433091783470225,33.415738662171776
230,3381,21380,0.6000000000000001,0.2,0.1999999999999999,36.43845634595616,33.416005409362874
230,3381,21380,0.6000000000000001,0.25,0.1499999999999999,36.443820908442106,33.416005409362874
230,3381,21380,0.6000000000000001,0.30000000000000004,0.09999999999999987,36.44918547092804,33.41571922415344
230,3381,21380,0.6000000000000001,0.35000000000000003,0.04999999999999988,36.45455003341399,33.41571922415344
230,3381,21380,0.6000000000000001,0.4,0.0,36.45991459589993,33.34688485215324
230,3381,21380,0.65,0.0,0.35,36.45048852068582,33.52028067360489
230,3381,21380,0.65,0.05,0.3,36.45585308317177,33.52028067360489
230,3381,21380,0.65,0.1,0.24999999999999997,36.46121764565771,33.40061639692008
230,3381,21380,0.65,0.15000000000000002,0.19999999999999996,36.46658220814365,33.398893896091614
230,3381,21380,0.65,0.2,0.14999999999999997,36.47194677062959,33.398472713338194
