id,source_db,smiles,name,cas,salt,concentration_m,temperature_K,conductivity_S_cm,viscosity_cp,source_doi,dn,an,epsilon_r,dipole_debye,oxidation_V,reduction_V,family,doi,license,notes
CAL-06846,CALiSol-23,,EC+PC,,LiPF6,0.575,332.15,12.69275042,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06847,CALiSol-23,,EC+PC,,LiPF6,0.686538462,233.75,0.393801882,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06848,CALiSol-23,,EC+PC,,LiPF6,0.688461538,243.65,0.811123409,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06849,CALiSol-23,,EC+PC,,LiPF6,0.686538462,253.35,1.458550083,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06850,CALiSol-23,,EC+PC,,LiPF6,0.686538462,263.15,2.336247925,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06851,CALiSol-23,,EC+PC,,LiPF6,0.688461538,272.95,3.458605423,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06852,CALiSol-23,,EC+PC,,LiPF6,0.688461538,282.85,4.79673492,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06853,CALiSol-23,,EC+PC,,LiPF6,0.692307692,292.65,6.293248478,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06854,CALiSol-23,,EC+PC,,LiPF6,0.686538462,302.55,7.918981738,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06855,CALiSol-23,,EC+PC,,LiPF6,0.686538462,312.45,9.717542889,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06856,CALiSol-23,,EC+PC,,LiPF6,0.686538462,322.35,11.63121195,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06857,CALiSol-23,,EC+PC,,LiPF6,0.688461538,332.15,13.47299391,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06858,CALiSol-23,,EC+PC,,LiPF6,0.813461538,233.75,0.311123409,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06859,CALiSol-23,,EC+PC,,LiPF6,0.813461538,243.65,0.714001107,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06860,CALiSol-23,,EC+PC,,LiPF6,0.813461538,253.35,1.318317654,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06861,CALiSol-23,,EC+PC,,LiPF6,0.819230769,263.15,2.196181516,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06862,CALiSol-23,,EC+PC,,LiPF6,0.815384615,272.95,3.303984505,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06863,CALiSol-23,,EC+PC,,LiPF6,0.817307692,282.85,4.642169341,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06864,CALiSol-23,,EC+PC,,LiPF6,0.811538462,292.65,6.195960155,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06865,CALiSol-23,,EC+PC,,LiPF6,0.811538462,302.55,7.908190371,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06866,CALiSol-23,,EC+PC,,LiPF6,0.813461538,312.45,9.807526287,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06867,CALiSol-23,,EC+PC,,LiPF6,0.815384615,322.35,11.79319314,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06868,CALiSol-23,,EC+PC,,LiPF6,0.815384615,332.15,13.90830105,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06869,CALiSol-23,,EC+PC,,LiPF6,1.673076923,253.35,0.292695075,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06870,CALiSol-23,,EC+PC,,LiPF6,1.673076923,263.15,0.508522413,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06871,CALiSol-23,,EC+PC,,LiPF6,1.669230769,272.95,1.040785833,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06872,CALiSol-23,,EC+PC,,LiPF6,1.673076923,282.85,1.904205866,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06873,CALiSol-23,,EC+PC,,LiPF6,1.675,292.65,3.098505811,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06874,CALiSol-23,,EC+PC,,LiPF6,1.671153846,302.55,4.522855562,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06875,CALiSol-23,,EC+PC,,LiPF6,1.675,312.45,6.364692861,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06876,CALiSol-23,,EC+PC,,LiPF6,1.673076923,322.35,8.37902601,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06877,CALiSol-23,,EC+PC,,LiPF6,1.673076923,332.15,10.6524073,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06878,CALiSol-23,,EC+PC,,LiPF6,1.875,263.15,0.341671278,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06879,CALiSol-23,,EC+PC,,LiPF6,1.873076923,272.95,0.701328168,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06880,CALiSol-23,,EC+PC,,LiPF6,1.876923077,282.85,1.377697842,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06881,CALiSol-23,,EC+PC,,LiPF6,1.876923077,292.65,2.327338129,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06882,CALiSol-23,,EC+PC,,LiPF6,1.876923077,302.55,3.622302158,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06883,CALiSol-23,,EC+PC,,LiPF6,1.875,312.45,5.262534588,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06884,CALiSol-23,,EC+PC,,LiPF6,1.875,322.35,7.190592142,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06885,CALiSol-23,,EC+PC,,LiPF6,1.876923077,332.15,9.40647482,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06886,CALiSol-23,,EC+PC,,LiPF6,2.1,272.95,0.434477034,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06887,CALiSol-23,,EC+PC,,LiPF6,2.101923077,282.85,0.88057554,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06888,CALiSol-23,,EC+PC,,LiPF6,2.1,292.65,1.643110127,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06889,CALiSol-23,,EC+PC,,LiPF6,2.101923077,302.55,2.707913669,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06890,CALiSol-23,,EC+PC,,LiPF6,2.101923077,312.45,4.089208633,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06891,CALiSol-23,,EC+PC,,LiPF6,2.1,322.35,5.858937465,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06892,CALiSol-23,,EC+PC,,LiPF6,2.101923077,332.15,7.930935252,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06893,CALiSol-23,,EC+PC,,LiPF6,2.282692308,282.85,0.598007748,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06894,CALiSol-23,,EC+PC,,LiPF6,2.284615385,292.65,1.173602656,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06895,CALiSol-23,,EC+PC,,LiPF6,2.282692308,302.55,2.080022136,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06896,CALiSol-23,,EC+PC,,LiPF6,2.282692308,312.45,3.317432208,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06897,CALiSol-23,,EC+PC,,LiPF6,2.278846154,322.35,4.885666851,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06898,CALiSol-23,,EC+PC,,LiPF6,2.280769231,332.15,6.770614278,nan,10.1149/1.1566019,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06899,CALiSol-23,,PC+DEC,,LiBF4,0.262364432,233.75,0.35378283,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06900,CALiSol-23,,PC+DEC,,LiBF4,0.265320789,243.65,0.506762054,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06901,CALiSol-23,,PC+DEC,,LiBF4,0.263164772,253.35,0.665915327,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06902,CALiSol-23,,PC+DEC,,LiBF4,0.266235463,263.15,0.863484908,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06903,CALiSol-23,,PC+DEC,,LiBF4,0.261629426,272.95,1.067130537,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06904,CALiSol-23,,PC+DEC,,LiBF4,0.267264471,282.85,1.264798118,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06905,CALiSol-23,,PC+DEC,,LiBF4,0.270400497,292.65,1.487847903,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06906,CALiSol-23,,PC+DEC,,LiBF4,0.26584346,302.55,1.710603685,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06907,CALiSol-23,,PC+DEC,,LiBF4,0.263850777,312.45,1.933457468,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06908,CALiSol-23,,PC+DEC,,LiBF4,0.266970469,322.35,2.150137201,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06909,CALiSol-23,,PC+DEC,,LiBF4,0.26754214,332.15,2.373088985,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06910,CALiSol-23,,PC+DEC,,LiBF4,0.344505423,233.75,0.38876911,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06911,CALiSol-23,,PC+DEC,,LiBF4,0.347494447,243.65,0.554488436,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06912,CALiSol-23,,PC+DEC,,LiBF4,0.34538743,253.35,0.732751862,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06913,CALiSol-23,,PC+DEC,,LiBF4,0.343378414,263.15,0.949235594,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06914,CALiSol-23,,PC+DEC,,LiBF4,0.343950085,272.95,1.172187377,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06915,CALiSol-23,,PC+DEC,,LiBF4,0.34713511,282.85,1.414347315,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06916,CALiSol-23,,PC+DEC,,LiBF4,0.345191428,292.65,1.65631125,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06917,CALiSol-23,,PC+DEC,,LiBF4,0.348376454,302.55,1.898471188,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06918,CALiSol-23,,PC+DEC,,LiBF4,0.349046126,312.45,2.159643277,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06919,CALiSol-23,,PC+DEC,,LiBF4,0.349699464,322.35,2.414445316,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06920,CALiSol-23,,PC+DEC,,LiBF4,0.350336469,332.15,2.662877303,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06921,CALiSol-23,,PC+DEC,,LiBF4,0.426581079,233.75,0.398275186,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06922,CALiSol-23,,PC+DEC,,LiBF4,0.421909709,243.65,0.576440612,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06923,CALiSol-23,,PC+DEC,,LiBF4,0.424996733,253.35,0.780380243,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06924,CALiSol-23,,PC+DEC,,LiBF4,0.428149092,263.15,1.009800078,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06925,CALiSol-23,,PC+DEC,,LiBF4,0.426221743,272.95,1.258134065,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06926,CALiSol-23,,PC+DEC,,LiBF4,0.424327061,282.85,1.519208154,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06927,CALiSol-23,,PC+DEC,,LiBF4,0.425013067,292.65,1.786750294,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06928,CALiSol-23,,PC+DEC,,LiBF4,0.425699072,302.55,2.054292434,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06929,CALiSol-23,,PC+DEC,,LiBF4,0.428998432,312.45,2.341042728,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06930,CALiSol-23,,PC+DEC,,LiBF4,0.429700771,322.35,2.61495492,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06931,CALiSol-23,,PC+DEC,,LiBF4,0.42785509,332.15,2.895139161,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06932,CALiSol-23,,PC+DEC,,LiBF4,0.51122109,233.75,0.407879263,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06933,CALiSol-23,,PC+DEC,,LiBF4,0.511711094,243.65,0.598980792,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06934,CALiSol-23,,PC+DEC,,LiBF4,0.514798118,253.35,0.802920423,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06935,CALiSol-23,,PC+DEC,,LiBF4,0.51287077,263.15,1.05125441,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06936,CALiSol-23,,PC+DEC,,LiBF4,0.513556775,272.95,1.31879655,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06937,CALiSol-23,,PC+DEC,,LiBF4,0.514210114,282.85,1.573598589,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06938,CALiSol-23,,PC+DEC,,LiBF4,0.51504312,292.65,1.898471188,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06939,CALiSol-23,,PC+DEC,,LiBF4,0.515745459,302.55,2.172383379,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06940,CALiSol-23,,PC+DEC,,LiBF4,0.516545799,312.45,2.484515876,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06941,CALiSol-23,,PC+DEC,,LiBF4,0.514765451,322.35,2.790180321,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06942,CALiSol-23,,PC+DEC,,LiBF4,0.515549458,332.15,3.095942768,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06943,CALiSol-23,,PC+DEC,,LiBF4,0.595828433,233.75,0.404743238,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06944,CALiSol-23,,PC+DEC,,LiBF4,0.596318437,243.65,0.595844767,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06945,CALiSol-23,,PC+DEC,,LiBF4,0.599470796,253.35,0.825264602,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06946,CALiSol-23,,PC+DEC,,LiBF4,0.59755978,263.15,1.07996864,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06947,CALiSol-23,,PC+DEC,,LiBF4,0.598245786,272.95,1.34751078,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06948,CALiSol-23,,PC+DEC,,LiBF4,0.598980792,282.85,1.634163073,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06949,CALiSol-23,,PC+DEC,,LiBF4,0.599813799,292.65,1.959035672,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06950,CALiSol-23,,PC+DEC,,LiBF4,0.600581471,302.55,2.258428067,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06951,CALiSol-23,,PC+DEC,,LiBF4,0.601447145,312.45,2.596040768,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06952,CALiSol-23,,PC+DEC,,LiBF4,0.59713511,322.35,2.914347315,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
CAL-06953,CALiSol-23,,PC+DEC,,LiBF4,0.597984451,332.15,3.245589965,nan,10.1149/1.1630593,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1038/s41597-024-03575-8,CC BY 4.0,CALiSol-23 experimental conductivity
