id,source_db,smiles,name,cas,formula,sigma_ion_S_cm,E_g_eV,migration_barrier_eV,space_group,icsd_id,dn,an,epsilon_r,viscosity_cp,dipole_debye,conductivity_S_cm,oxidation_V,reduction_V,family,doi,license,notes
SUP-0000,McHaffie_superionic,,Li6.7La3Zr1.7Ta0.3O12,,Li6.7La3Zr1.7Ta0.3O12,0.000504,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0001,McHaffie_superionic,,Li6.5La3Zr1.5Ta0.5O12,,Li6.5La3Zr1.5Ta0.5O12,0.000842,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0002,McHaffie_superionic,,Li4B7O12Cl,,Li4B7O12Cl,2.4e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0003,McHaffie_superionic,,Li2TeO4,,Li2TeO4,3.79e-16,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0004,McHaffie_superionic,,Li2SO4,,Li2SO4,1.4e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0005,McHaffie_superionic,,Li6CuB4O10,,Li6CuB4O10,1e-13,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0006,McHaffie_superionic,,Li10.2(Sn0.2Si0.8)1.2P1.8S12,,Li10.2(Sn0.2Si0.8)1.2P1.8S12,0.0025,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0007,McHaffie_superionic,,Li10.35(Sn0.2Si0.8)1.35P1.65S12,,Li10.35(Sn0.2Si0.8)1.35P1.65S12,0.011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0008,McHaffie_superionic,,Li1.8LaNbTa1.2Ti0.8O7,,Li1.8LaNbTa1.2Ti0.8O7,4.26e-09,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0009,McHaffie_superionic,,LiTi2(PO4)3,,LiTi2(PO4)3,3.13e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0010,McHaffie_superionic,,Li1.114Al0.101Ti1.9(PO4)3,,Li1.114Al0.101Ti1.9(PO4)3,0.00173,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0011,McHaffie_superionic,,Li1.222Al0.205Ti1.795(PO4)3,,Li1.222Al0.205Ti1.795(PO4)3,0.00173,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0012,McHaffie_superionic,,Li1.252Al0.281Ti1.718(PO4)3,,Li1.252Al0.281Ti1.718(PO4)3,0.00317,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0013,McHaffie_superionic,,Li1.312Al0.407Ti1.592(PO4)3,,Li1.312Al0.407Ti1.592(PO4)3,0.00563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0014,McHaffie_superionic,,Li1.421Al0.421Ti1.579(PO4)3,,Li1.421Al0.421Ti1.579(PO4)3,0.00563,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0015,McHaffie_superionic,,Li1.414Al0.511Ti1.489(PO4)3,,Li1.414Al0.511Ti1.489(PO4)3,0.0047,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0016,McHaffie_superionic,,Li3SbS4,,Li3SbS4,4.8e-09,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0017,McHaffie_superionic,,Li5GaO4,,Li5GaO4,5.33e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0018,McHaffie_superionic,,Li6.2P0.8Si0.2S5I,,Li6.2P0.8Si0.2S5I,7.16e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0019,McHaffie_superionic,,Li6.25P0.75Si0.25S5I,,Li6.25P0.75Si0.25S5I,0.000169031,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0020,McHaffie_superionic,,Li6.3P0.7Si0.3S5I,,Li6.3P0.7Si0.3S5I,0.000466257,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0021,McHaffie_superionic,,Li6.4P0.6Si0.4S5I,,Li6.4P0.6Si0.4S5I,0.000836458,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0022,McHaffie_superionic,,Li6.5P0.5Si0.5S5I,,Li6.5P0.5Si0.5S5I,0.001361319,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0023,McHaffie_superionic,,Li6.6P0.4Si0.6S5I,,Li6.6P0.4Si0.6S5I,0.00156275,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0024,McHaffie_superionic,,Li6.7P0.3Si0.7S5I,,Li6.7P0.3Si0.7S5I,0.002009892,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0025,McHaffie_superionic,,Li6.05P0.95Sn0.05S5I,,Li6.05P0.95Sn0.05S5I,7.27e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0026,McHaffie_superionic,,Li6.1P0.9Sn0.1S5I,,Li6.1P0.9Sn0.1S5I,3.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0027,McHaffie_superionic,,Li6.15P0.85Sn0.15S5I,,Li6.15P0.85Sn0.15S5I,4.42e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0028,McHaffie_superionic,,Li6.2P0.8Sn0.2S5I,,Li6.2P0.8Sn0.2S5I,5.82e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0029,McHaffie_superionic,,Li6.25P0.75Sn0.25S5I,,Li6.25P0.75Sn0.25S5I,7.67e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0030,McHaffie_superionic,,Li6.3P0.7Sn0.3S5I,,Li6.3P0.7Sn0.3S5I,9.17e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0031,McHaffie_superionic,,LiMgPO4,,LiMgPO4,5.23e-12,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0032,McHaffie_superionic,,Li3.81Sn0.85Sb0.15S4,,Li3.81Sn0.85Sb0.15S4,0.00085,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0033,McHaffie_superionic,,Li4SnS4,,Li4SnS4,2.7e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0034,McHaffie_superionic,,Li3.83Sn0.9Sb0.1S4,,Li3.83Sn0.9Sb0.1S4,0.00062,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0035,McHaffie_superionic,,Li3.72Sn0.8Sb0.2S4,,Li3.72Sn0.8Sb0.2S4,0.00079,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0036,McHaffie_superionic,,Li6ZnP4O14,,Li6ZnP4O14,1.43e-15,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0037,McHaffie_superionic,,LiNaSO4,,LiNaSO4,1.66e-26,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0038,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00115,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0039,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00138,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0040,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00165,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0041,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00258,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0042,McHaffie_superionic,,Li6PS5Br,,Li6PS5Br,0.00141,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0043,McHaffie_superionic,,Li3.8Si0.8P0.2S4,,Li3.8Si0.8P0.2S4,5.19e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0044,McHaffie_superionic,,Li3.5Si0.5P0.5S4,,Li3.5Si0.5P0.5S4,0.000612,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0045,McHaffie_superionic,,Li3.67Si0.67P0.33S4,,Li3.67Si0.67P0.33S4,0.000231,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0046,McHaffie_superionic,,Li3.15Si0.15P0.85S4,,Li3.15Si0.15P0.85S4,0.00115,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0047,McHaffie_superionic,,Li3.25Si0.25P0.75S4,,Li3.25Si0.25P0.75S4,0.00122,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0048,McHaffie_superionic,,Li3.33Si0.33P0.67S4,,Li3.33Si0.33P0.67S4,0.00104,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0049,McHaffie_superionic,,LiGaO2,,LiGaO2,5e-08,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0050,McHaffie_superionic,,LiGaS2,,LiGaS2,3.1e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0051,McHaffie_superionic,,Li7La3Zr2O12,,Li7La3Zr2O12,4.86e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0052,McHaffie_superionic,,Li7La3Zr1.842Ce0.158O12,,Li7La3Zr1.842Ce0.158O12,6.16e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0053,McHaffie_superionic,,Li3Fe(MoO4)3,,Li3Fe(MoO4)3,6.26e-15,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0054,McHaffie_superionic,,Li5AlO4,,Li5AlO4,2.9e-14,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0055,McHaffie_superionic,,Li7N2I,,Li7N2I,4.28e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0056,McHaffie_superionic,,Li5NI2,,Li5NI2,1.71e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0057,McHaffie_superionic,,Li3InCl6,,Li3InCl6,0.00204,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0058,McHaffie_superionic,,Li4GeO4,,Li4GeO4,2.8e-10,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0059,McHaffie_superionic,,LiGaO2,,LiGaO2,4.12e-17,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0060,McHaffie_superionic,,Li3.01ScCl6,,Li3.01ScCl6,0.00305,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0061,McHaffie_superionic,,Li3CaB2O5F,,Li3CaB2O5F,2.56e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0062,McHaffie_superionic,,Li5.75La3Nb1.25Ce0.75O12,,Li5.75La3Nb1.25Ce0.75O12,0.00014,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0063,McHaffie_superionic,,Li1.3Al0.3Ti1.7(PO4)3,,Li1.3Al0.3Ti1.7(PO4)3,0.00171,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0064,McHaffie_superionic,,Li10Ge(P0.925Sb0.075)2S12,,Li10Ge(P0.925Sb0.075)2S12,0.0172,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0065,McHaffie_superionic,,Li1.884(OH1.12)Cl,,Li1.884(OH1.12)Cl,2.6e-06,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0066,McHaffie_superionic,,Li2(OH)Cl,,Li2(OH)Cl,1.4e-07,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0067,McHaffie_superionic,,Li1.5 Al0.5 Ti1.5 (P O4)3,,Li1.5 Al0.5 Ti1.5 (P O4)3,0.0038,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0068,McHaffie_superionic,,Li7La3Zr2O12,,Li7La3Zr2O12,2.58e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0069,McHaffie_superionic,,Li0.29La0.57TiO3,,Li0.29La0.57TiO3,0.0012,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0070,McHaffie_superionic,,Li0.29La0.57TiO3,,Li0.29La0.57TiO3,0.001,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0071,McHaffie_superionic,,Li6.533La2.976Zr1.5Ta0.5O11.964,,Li6.533La2.976Zr1.5Ta0.5O11.964,0.000861,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0072,McHaffie_superionic,,Li6.399La2.852Zr1.5Ta0.5O11.792,,Li6.399La2.852Zr1.5Ta0.5O11.792,0.000732,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0073,McHaffie_superionic,,Li6.6La3Zr1.6Sb0.4O12 + 1wt% LiAlO2,,Li6.6La3Zr1.6Sb0.4O12 + 1wt% LiAlO2,0.000316,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0074,McHaffie_superionic,,Li6.4Al0.2La3Zr2O12,,Li6.4Al0.2La3Zr2O12,0.0001,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0075,McHaffie_superionic,,Li3PO4,,Li3PO4,9.8e-18,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0076,McHaffie_superionic,,H4Al1Li1,,H4Al1Li1,8.7e-09,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0077,McHaffie_superionic,,Li5.5PS4.5Cl1.5,,Li5.5PS4.5Cl1.5,0.00941,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0078,McHaffie_superionic,,Li6.96Sn1.55Si1.71P0.8S12,,Li6.96Sn1.55Si1.71P0.8S12,8.5e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0079,McHaffie_superionic,,Li6.8La3Zr1.8Ta0.2O12,,Li6.8La3Zr1.8Ta0.2O12,0.000665,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0080,McHaffie_superionic,,Li6.6La3Zr1.6Ta0.4O12,,Li6.6La3Zr1.6Ta0.4O12,0.0011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0081,McHaffie_superionic,,Li6.5La3Zr1.5Ta0.5O12,,Li6.5La3Zr1.5Ta0.5O12,0.0011,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0082,McHaffie_superionic,,Li6.4La3Zr1.4Ta0.6O12,,Li6.4La3Zr1.4Ta0.6O12,0.000975,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0083,McHaffie_superionic,,Li6.2La3Zr1.2Ta0.8O12,,Li6.2La3Zr1.2Ta0.8O12,0.000581,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0084,McHaffie_superionic,,Li6.5La3Zr1.5Nb0.5O12,,Li6.5La3Zr1.5Nb0.5O12,0.00139,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0085,McHaffie_superionic,,Li6.5La3Zr1.5Ta0.5O12,,Li6.5La3Zr1.5Ta0.5O12,0.00127,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0086,McHaffie_superionic,,Li3N,,Li3N,0.0005767,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0087,McHaffie_superionic,,Li3YBr6,,Li3YBr6,0.00409,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0088,McHaffie_superionic,,Li3YBr6,,Li3YBr6,0.00128,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0089,McHaffie_superionic,,Li3YCl6,,Li3YCl6,4.75e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0090,McHaffie_superionic,,Li3YCl6,,Li3YCl6,6.34e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0091,McHaffie_superionic,,Li10GeP2S12,,Li10GeP2S12,0.0076,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0092,McHaffie_superionic,,Li10Ge0.66Sn0.33P2S12,,Li10Ge0.66Sn0.33P2S12,0.0064,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0093,McHaffie_superionic,,Li10Ge0.33Sn0.66P2S12,,Li10Ge0.33Sn0.66P2S12,0.0048,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0094,McHaffie_superionic,,Li10SnP2S12,,Li10SnP2S12,0.0038,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0095,McHaffie_superionic,,Li5.7Ca0.15PS5Cl,,Li5.7Ca0.15PS5Cl,0.0052,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0096,McHaffie_superionic,,Li5.55Ca0.1PS4.75Cl1.25,,Li5.55Ca0.1PS4.75Cl1.25,0.0068,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0097,McHaffie_superionic,,Li5.35Ca0.1PS4.5Cl1.55,,Li5.35Ca0.1PS4.5Cl1.55,0.0102,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0098,McHaffie_superionic,,Li5.3Ca0.1PS4.5Cl1.5,,Li5.3Ca0.1PS4.5Cl1.5,0.0077,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0099,McHaffie_superionic,,Li5VF4(SO4)2,,Li5VF4(SO4)2,2.24e-05,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0100,McHaffie_superionic,,Li6Ge2O7,,Li6Ge2O7,9.97e-15,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
SUP-0101,McHaffie_superionic,,Li0.87Na0.13Cr(MoO4)2,,Li0.87Na0.13Cr(MoO4)2,1.49e-26,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,superionic_conductor,10.22002/23mvv-6gk43,CC BY 4.0,McHaffie superionic conductor dataset
